,picture_name,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,cluster_49,material
10,cardboard140.jpg,10.0,3.0,5.0,9.0,6.0,8.0,8.0,12.0,19.0,10.0,3.0,14.0,3.0,19.0,17.0,8.0,5.0,6.0,20.0,10.0,15.0,10.0,4.0,9.0,10.0,14.0,3.0,9.0,13.0,2.0,19.0,12.0,12.0,8.0,8.0,8.0,11.0,16.0,5.0,14.0,7.0,7.0,7.0,8.0,2.0,12.0,8.0,14.0,11.0,22.0,cardboard
11,cardboard147.jpg,2.0,3.0,2.0,1.0,13.0,0.0,3.0,4.0,1.0,2.0,12.0,7.0,0.0,2.0,6.0,0.0,3.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,11.0,12.0,2.0,12.0,3.0,0.0,3.0,0.0,1.0,11.0,0.0,12.0,0.0,1.0,2.0,13.0,4.0,0.0,3.0,1.0,cardboard
12,cardboard148.jpg,15.0,23.0,8.0,8.0,31.0,3.0,4.0,10.0,3.0,9.0,1.0,7.0,6.0,18.0,12.0,4.0,18.0,22.0,12.0,1.0,16.0,22.0,6.0,2.0,17.0,6.0,0.0,13.0,8.0,3.0,9.0,5.0,5.0,18.0,3.0,2.0,8.0,23.0,10.0,14.0,6.0,18.0,16.0,3.0,0.0,15.0,10.0,2.0,8.0,12.0,cardboard
13,cardboard149.jpg,6.0,11.0,3.0,0.0,1.0,4.0,1.0,23.0,0.0,0.0,2.0,1.0,3.0,29.0,3.0,0.0,5.0,13.0,0.0,3.0,11.0,1.0,2.0,0.0,1.0,0.0,122.0,0.0,3.0,4.0,0.0,3.0,0.0,13.0,0.0,5.0,0.0,4.0,0.0,4.0,4.0,5.0,1.0,1.0,0.0,10.0,1.0,0.0,55.0,2.0,cardboard
14,cardboard153.jpg,13.0,16.0,6.0,6.0,15.0,7.0,1.0,7.0,6.0,28.0,5.0,15.0,12.0,13.0,19.0,6.0,8.0,7.0,10.0,6.0,16.0,14.0,7.0,5.0,7.0,1.0,8.0,14.0,11.0,7.0,7.0,13.0,9.0,16.0,5.0,5.0,7.0,23.0,1.0,14.0,7.0,6.0,12.0,16.0,5.0,13.0,17.0,11.0,5.0,12.0,cardboard
15,cardboard166.jpg,15.0,5.0,1.0,13.0,5.0,8.0,16.0,14.0,2.0,7.0,1.0,11.0,13.0,12.0,13.0,14.0,1.0,8.0,20.0,9.0,12.0,11.0,13.0,11.0,9.0,14.0,1.0,17.0,13.0,8.0,23.0,8.0,10.0,12.0,6.0,19.0,10.0,14.0,23.0,14.0,6.0,7.0,8.0,3.0,3.0,4.0,9.0,6.0,0.0,18.0,cardboard
16,cardboard17.jpg,3.0,1.0,1.0,3.0,0.0,34.0,3.0,1.0,22.0,7.0,3.0,6.0,8.0,12.0,8.0,19.0,3.0,2.0,5.0,25.0,3.0,2.0,8.0,8.0,0.0,9.0,2.0,6.0,13.0,24.0,17.0,9.0,23.0,0.0,32.0,12.0,3.0,6.0,2.0,1.0,10.0,1.0,9.0,11.0,12.0,2.0,10.0,16.0,1.0,5.0,cardboard
17,cardboard181.jpg,9.0,14.0,12.0,0.0,26.0,0.0,6.0,8.0,3.0,14.0,26.0,9.0,6.0,2.0,4.0,0.0,14.0,29.0,4.0,0.0,16.0,17.0,0.0,1.0,24.0,2.0,6.0,2.0,1.0,7.0,8.0,4.0,3.0,28.0,18.0,0.0,4.0,5.0,8.0,28.0,3.0,12.0,9.0,2.0,5.0,11.0,1.0,1.0,22.0,6.0,cardboard
18,cardboard194.jpg,6.0,31.0,21.0,4.0,8.0,0.0,19.0,5.0,0.0,2.0,23.0,0.0,1.0,5.0,7.0,1.0,27.0,15.0,2.0,0.0,13.0,27.0,2.0,2.0,62.0,7.0,15.0,10.0,4.0,1.0,0.0,1.0,3.0,36.0,0.0,0.0,24.0,2.0,3.0,8.0,2.0,7.0,18.0,1.0,2.0,7.0,3.0,0.0,9.0,15.0,cardboard
19,cardboard222.jpg,9.0,0.0,1.0,2.0,2.0,0.0,1.0,9.0,0.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,6.0,9.0,3.0,4.0,8.0,4.0,2.0,4.0,4.0,1.0,6.0,3.0,2.0,1.0,12.0,13.0,1.0,2.0,6.0,0.0,4.0,6.0,0.0,6.0,0.0,3.0,0.0,2.0,1.0,4.0,1.0,4.0,6.0,0.0,cardboard
20,cardboard223.jpg,1.0,1.0,0.0,1.0,2.0,11.0,2.0,0.0,9.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,0.0,16.0,2.0,1.0,0.0,2.0,3.0,8.0,0.0,6.0,0.0,6.0,1.0,4.0,3.0,5.0,8.0,5.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,12.0,4.0,3.0,7.0,4.0,3.0,1.0,cardboard
21,cardboard225.jpg,11.0,13.0,7.0,9.0,18.0,0.0,12.0,9.0,2.0,10.0,18.0,16.0,6.0,9.0,22.0,3.0,11.0,26.0,9.0,1.0,21.0,22.0,1.0,10.0,35.0,2.0,0.0,8.0,2.0,2.0,11.0,7.0,6.0,18.0,1.0,1.0,14.0,20.0,9.0,16.0,5.0,16.0,10.0,0.0,1.0,11.0,6.0,6.0,6.0,21.0,cardboard
22,cardboard226.jpg,3.0,1.0,1.0,2.0,1.0,18.0,2.0,8.0,17.0,6.0,1.0,12.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,24.0,4.0,1.0,4.0,0.0,0.0,9.0,6.0,4.0,6.0,21.0,5.0,2.0,1.0,4.0,39.0,1.0,1.0,13.0,2.0,6.0,2.0,3.0,1.0,2.0,20.0,3.0,5.0,6.0,3.0,3.0,cardboard
23,cardboard23.jpg,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,5.0,0.0,4.0,3.0,17.0,2.0,3.0,0.0,0.0,6.0,3.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,4.0,2.0,0.0,5.0,cardboard
24,cardboard231.jpg,6.0,2.0,0.0,8.0,3.0,3.0,1.0,2.0,15.0,4.0,1.0,5.0,4.0,4.0,6.0,14.0,0.0,0.0,10.0,5.0,3.0,7.0,7.0,5.0,1.0,12.0,8.0,12.0,6.0,13.0,1.0,2.0,11.0,0.0,8.0,18.0,2.0,8.0,19.0,11.0,14.0,5.0,1.0,17.0,7.0,7.0,4.0,5.0,3.0,15.0,cardboard
25,cardboard234.jpg,6.0,17.0,12.0,6.0,6.0,7.0,3.0,7.0,13.0,5.0,3.0,1.0,4.0,4.0,3.0,6.0,14.0,11.0,4.0,21.0,0.0,11.0,1.0,5.0,7.0,3.0,3.0,5.0,7.0,4.0,5.0,9.0,4.0,6.0,27.0,6.0,3.0,0.0,6.0,5.0,1.0,2.0,7.0,0.0,4.0,9.0,5.0,5.0,5.0,3.0,cardboard
26,cardboard244.jpg,7.0,23.0,17.0,5.0,22.0,0.0,6.0,17.0,0.0,6.0,5.0,10.0,12.0,10.0,27.0,6.0,12.0,19.0,9.0,1.0,26.0,29.0,2.0,3.0,20.0,0.0,0.0,22.0,1.0,1.0,2.0,14.0,10.0,14.0,0.0,0.0,28.0,11.0,4.0,6.0,3.0,4.0,9.0,0.0,0.0,22.0,7.0,3.0,5.0,10.0,cardboard
27,cardboard246.jpg,14.0,19.0,15.0,13.0,14.0,0.0,4.0,21.0,2.0,4.0,14.0,8.0,7.0,18.0,15.0,8.0,7.0,22.0,11.0,2.0,13.0,34.0,0.0,6.0,10.0,1.0,9.0,10.0,2.0,1.0,12.0,5.0,11.0,6.0,3.0,9.0,14.0,9.0,11.0,17.0,9.0,16.0,10.0,0.0,1.0,15.0,5.0,6.0,10.0,16.0,cardboard
28,cardboard253.jpg,3.0,16.0,8.0,4.0,26.0,22.0,2.0,3.0,17.0,12.0,3.0,14.0,10.0,0.0,12.0,0.0,13.0,13.0,10.0,20.0,12.0,18.0,1.0,2.0,26.0,5.0,1.0,2.0,3.0,15.0,6.0,6.0,8.0,16.0,9.0,11.0,3.0,10.0,0.0,8.0,4.0,2.0,15.0,4.0,11.0,23.0,8.0,8.0,1.0,1.0,cardboard
29,cardboard265.jpg,13.0,4.0,5.0,7.0,16.0,1.0,5.0,3.0,0.0,10.0,2.0,9.0,4.0,19.0,5.0,0.0,4.0,7.0,3.0,0.0,3.0,16.0,2.0,0.0,6.0,5.0,6.0,3.0,4.0,2.0,3.0,6.0,6.0,13.0,3.0,2.0,8.0,2.0,1.0,3.0,2.0,15.0,9.0,1.0,3.0,10.0,3.0,8.0,11.0,6.0,cardboard
30,cardboard269.jpg,13.0,17.0,5.0,5.0,25.0,0.0,11.0,6.0,4.0,12.0,7.0,11.0,13.0,11.0,17.0,5.0,8.0,22.0,8.0,0.0,20.0,28.0,4.0,2.0,18.0,1.0,0.0,20.0,11.0,1.0,22.0,5.0,12.0,8.0,3.0,2.0,32.0,8.0,5.0,9.0,1.0,10.0,17.0,1.0,5.0,13.0,14.0,7.0,8.0,13.0,cardboard
31,cardboard279.jpg,7.0,1.0,3.0,8.0,5.0,26.0,7.0,13.0,22.0,22.0,37.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,7.0,17.0,3.0,3.0,5.0,2.0,0.0,6.0,70.0,9.0,10.0,19.0,22.0,12.0,10.0,0.0,32.0,4.0,6.0,5.0,6.0,2.0,3.0,1.0,4.0,18.0,13.0,5.0,10.0,9.0,5.0,10.0,cardboard
32,cardboard281.jpg,15.0,10.0,14.0,8.0,15.0,0.0,10.0,7.0,0.0,4.0,10.0,11.0,3.0,15.0,15.0,1.0,22.0,9.0,13.0,2.0,10.0,14.0,5.0,3.0,40.0,0.0,0.0,15.0,14.0,2.0,2.0,1.0,7.0,15.0,3.0,4.0,15.0,13.0,3.0,3.0,0.0,5.0,13.0,1.0,0.0,14.0,13.0,5.0,10.0,11.0,cardboard
33,cardboard290.jpg,12.0,0.0,0.0,5.0,0.0,8.0,11.0,3.0,14.0,7.0,6.0,0.0,0.0,4.0,5.0,28.0,2.0,2.0,6.0,9.0,6.0,1.0,8.0,10.0,0.0,7.0,5.0,5.0,1.0,18.0,15.0,13.0,5.0,3.0,36.0,4.0,1.0,8.0,17.0,4.0,29.0,4.0,1.0,9.0,12.0,1.0,5.0,9.0,2.0,6.0,cardboard
34,cardboard291.jpg,6.0,11.0,11.0,5.0,23.0,0.0,15.0,14.0,1.0,12.0,10.0,7.0,6.0,12.0,16.0,5.0,8.0,24.0,15.0,0.0,24.0,25.0,1.0,10.0,35.0,1.0,0.0,12.0,7.0,2.0,10.0,11.0,6.0,10.0,5.0,1.0,43.0,10.0,3.0,11.0,4.0,11.0,10.0,1.0,0.0,25.0,3.0,2.0,3.0,13.0,cardboard
35,cardboard298.jpg,14.0,3.0,13.0,1.0,2.0,5.0,5.0,9.0,4.0,4.0,13.0,5.0,7.0,4.0,5.0,2.0,1.0,2.0,11.0,14.0,4.0,10.0,5.0,4.0,2.0,5.0,18.0,14.0,0.0,3.0,8.0,3.0,23.0,6.0,47.0,3.0,5.0,3.0,1.0,20.0,19.0,15.0,11.0,21.0,11.0,13.0,2.0,2.0,15.0,5.0,cardboard
36,cardboard300.jpg,19.0,6.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,7.0,16.0,4.0,9.0,10.0,16.0,14.0,6.0,19.0,11.0,2.0,11.0,12.0,6.0,11.0,3.0,2.0,7.0,10.0,17.0,14.0,8.0,9.0,4.0,8.0,4.0,5.0,5.0,16.0,19.0,12.0,8.0,23.0,6.0,6.0,3.0,2.0,15.0,6.0,16.0,4.0,cardboard
37,cardboard301.jpg,3.0,3.0,2.0,0.0,2.0,5.0,8.0,2.0,6.0,0.0,0.0,2.0,4.0,2.0,2.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,3.0,0.0,5.0,3.0,0.0,5.0,6.0,2.0,3.0,5.0,3.0,3.0,9.0,5.0,1.0,0.0,2.0,4.0,3.0,2.0,14.0,23.0,0.0,4.0,4.0,5.0,2.0,cardboard
38,cardboard303.jpg,21.0,13.0,8.0,9.0,16.0,0.0,17.0,11.0,1.0,4.0,2.0,13.0,11.0,7.0,25.0,5.0,5.0,23.0,11.0,1.0,22.0,26.0,2.0,9.0,44.0,1.0,1.0,5.0,4.0,1.0,7.0,6.0,5.0,28.0,1.0,2.0,21.0,24.0,4.0,8.0,1.0,13.0,7.0,4.0,0.0,18.0,4.0,3.0,5.0,11.0,cardboard
39,cardboard306.jpg,6.0,2.0,9.0,13.0,9.0,15.0,12.0,8.0,10.0,14.0,9.0,9.0,7.0,10.0,5.0,11.0,15.0,9.0,11.0,11.0,5.0,15.0,8.0,18.0,1.0,14.0,0.0,12.0,15.0,20.0,4.0,4.0,9.0,2.0,14.0,20.0,6.0,5.0,9.0,9.0,3.0,12.0,2.0,19.0,14.0,5.0,6.0,2.0,10.0,12.0,cardboard
40,cardboard31.jpg,3.0,1.0,0.0,3.0,5.0,2.0,2.0,4.0,0.0,7.0,2.0,3.0,1.0,13.0,4.0,4.0,0.0,12.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,1.0,7.0,1.0,7.0,6.0,3.0,0.0,3.0,3.0,1.0,4.0,5.0,7.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,cardboard
41,cardboard319.jpg,16.0,8.0,17.0,7.0,17.0,0.0,7.0,9.0,0.0,10.0,3.0,10.0,9.0,20.0,12.0,1.0,8.0,19.0,14.0,1.0,22.0,28.0,2.0,5.0,16.0,2.0,1.0,11.0,3.0,2.0,15.0,23.0,7.0,24.0,3.0,4.0,24.0,10.0,7.0,5.0,3.0,12.0,10.0,0.0,2.0,28.0,14.0,6.0,3.0,12.0,cardboard
42,cardboard323.jpg,29.0,3.0,16.0,5.0,5.0,8.0,2.0,17.0,11.0,14.0,2.0,26.0,13.0,4.0,7.0,4.0,4.0,7.0,4.0,3.0,15.0,5.0,18.0,6.0,9.0,3.0,7.0,5.0,16.0,9.0,10.0,5.0,3.0,5.0,15.0,2.0,2.0,15.0,5.0,8.0,7.0,5.0,5.0,2.0,15.0,16.0,22.0,7.0,12.0,14.0,cardboard
43,cardboard331.jpg,5.0,14.0,4.0,7.0,21.0,2.0,18.0,14.0,2.0,14.0,10.0,5.0,13.0,12.0,20.0,5.0,12.0,22.0,18.0,2.0,17.0,14.0,7.0,8.0,22.0,1.0,5.0,16.0,19.0,13.0,9.0,8.0,8.0,12.0,5.0,2.0,13.0,9.0,16.0,9.0,7.0,4.0,5.0,2.0,2.0,9.0,8.0,6.0,7.0,17.0,cardboard
44,cardboard342.jpg,3.0,11.0,2.0,3.0,9.0,13.0,3.0,2.0,5.0,3.0,6.0,6.0,10.0,4.0,4.0,10.0,9.0,4.0,5.0,8.0,2.0,5.0,13.0,3.0,7.0,4.0,2.0,3.0,7.0,22.0,3.0,5.0,5.0,18.0,2.0,6.0,4.0,6.0,24.0,9.0,3.0,6.0,3.0,4.0,3.0,9.0,6.0,1.0,2.0,4.0,cardboard
45,cardboard343.jpg,0.0,1.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,cardboard
46,cardboard344.jpg,6.0,8.0,7.0,1.0,4.0,23.0,4.0,12.0,12.0,8.0,2.0,12.0,9.0,2.0,9.0,11.0,8.0,15.0,3.0,21.0,25.0,19.0,9.0,14.0,11.0,3.0,0.0,7.0,8.0,3.0,1.0,6.0,23.0,13.0,15.0,10.0,28.0,9.0,5.0,6.0,2.0,5.0,7.0,14.0,30.0,12.0,6.0,4.0,2.0,11.0,cardboard
47,cardboard35.jpg,6.0,7.0,9.0,8.0,14.0,16.0,4.0,3.0,30.0,13.0,4.0,2.0,1.0,16.0,15.0,10.0,9.0,6.0,14.0,39.0,16.0,5.0,6.0,8.0,2.0,4.0,0.0,10.0,7.0,11.0,10.0,5.0,14.0,4.0,30.0,6.0,6.0,17.0,7.0,4.0,4.0,0.0,14.0,11.0,21.0,0.0,5.0,8.0,4.0,10.0,cardboard
48,cardboard360.jpg,8.0,3.0,1.0,3.0,16.0,4.0,6.0,4.0,0.0,1.0,11.0,4.0,3.0,15.0,6.0,4.0,17.0,11.0,10.0,5.0,11.0,3.0,1.0,3.0,3.0,5.0,2.0,13.0,14.0,8.0,3.0,18.0,5.0,3.0,9.0,9.0,6.0,13.0,7.0,2.0,10.0,7.0,5.0,7.0,0.0,7.0,1.0,3.0,5.0,3.0,cardboard
49,cardboard362.jpg,6.0,12.0,15.0,4.0,6.0,5.0,6.0,5.0,4.0,15.0,1.0,8.0,9.0,3.0,6.0,2.0,6.0,11.0,1.0,12.0,7.0,11.0,4.0,3.0,4.0,2.0,5.0,14.0,7.0,5.0,10.0,6.0,6.0,5.0,8.0,3.0,2.0,8.0,0.0,4.0,3.0,7.0,7.0,9.0,10.0,0.0,4.0,8.0,23.0,5.0,cardboard
50,cardboard363.jpg,7.0,4.0,0.0,14.0,1.0,20.0,2.0,7.0,26.0,2.0,3.0,6.0,7.0,9.0,5.0,6.0,7.0,3.0,6.0,19.0,3.0,5.0,5.0,12.0,0.0,26.0,0.0,12.0,24.0,36.0,11.0,8.0,22.0,2.0,14.0,19.0,5.0,15.0,8.0,3.0,4.0,1.0,3.0,21.0,46.0,3.0,13.0,11.0,2.0,12.0,cardboard
51,cardboard367.jpg,2.0,13.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,10.0,4.0,0.0,14.0,3.0,2.0,2.0,2.0,8.0,1.0,3.0,5.0,3.0,2.0,12.0,3.0,0.0,4.0,3.0,5.0,7.0,1.0,0.0,1.0,12.0,3.0,5.0,0.0,2.0,0.0,1.0,2.0,8.0,1.0,3.0,0.0,3.0,cardboard
52,cardboard371.jpg,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,cardboard
53,cardboard376.jpg,6.0,14.0,1.0,2.0,18.0,4.0,7.0,20.0,10.0,3.0,2.0,10.0,8.0,2.0,8.0,1.0,7.0,18.0,2.0,7.0,7.0,20.0,9.0,1.0,10.0,6.0,1.0,4.0,7.0,7.0,6.0,7.0,5.0,25.0,10.0,11.0,5.0,8.0,5.0,23.0,6.0,8.0,5.0,1.0,3.0,13.0,11.0,8.0,4.0,15.0,cardboard
54,cardboard40.jpg,4.0,6.0,16.0,6.0,10.0,7.0,17.0,9.0,9.0,14.0,7.0,16.0,9.0,0.0,3.0,5.0,3.0,9.0,4.0,9.0,4.0,9.0,12.0,6.0,17.0,14.0,5.0,8.0,6.0,16.0,4.0,13.0,4.0,5.0,8.0,7.0,3.0,10.0,13.0,6.0,9.0,6.0,8.0,6.0,4.0,6.0,10.0,1.0,0.0,7.0,cardboard
55,cardboard402.jpg,6.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,cardboard
56,cardboard43.jpg,35.0,8.0,21.0,1.0,5.0,11.0,3.0,17.0,1.0,0.0,3.0,7.0,6.0,22.0,1.0,3.0,14.0,2.0,1.0,6.0,9.0,11.0,4.0,4.0,17.0,10.0,25.0,6.0,0.0,0.0,6.0,5.0,3.0,9.0,6.0,0.0,5.0,9.0,0.0,8.0,9.0,7.0,13.0,2.0,5.0,6.0,6.0,5.0,7.0,8.0,cardboard
57,cardboard48.jpg,12.0,29.0,3.0,9.0,34.0,1.0,11.0,13.0,1.0,2.0,7.0,6.0,5.0,20.0,14.0,4.0,12.0,14.0,15.0,0.0,15.0,18.0,2.0,11.0,22.0,0.0,2.0,13.0,3.0,1.0,5.0,9.0,6.0,13.0,0.0,2.0,11.0,14.0,10.0,10.0,1.0,10.0,16.0,0.0,0.0,17.0,2.0,5.0,10.0,5.0,cardboard
58,cardboard51.jpg,7.0,4.0,13.0,9.0,19.0,2.0,15.0,13.0,1.0,4.0,32.0,4.0,3.0,10.0,4.0,6.0,17.0,8.0,8.0,0.0,10.0,22.0,3.0,15.0,14.0,0.0,6.0,11.0,4.0,1.0,11.0,1.0,2.0,6.0,3.0,5.0,28.0,10.0,6.0,5.0,3.0,11.0,11.0,0.0,1.0,13.0,3.0,3.0,7.0,11.0,cardboard
59,cardboard52.jpg,27.0,11.0,4.0,5.0,5.0,11.0,1.0,5.0,10.0,7.0,3.0,4.0,2.0,27.0,7.0,12.0,0.0,4.0,7.0,10.0,12.0,10.0,0.0,15.0,7.0,8.0,5.0,4.0,9.0,7.0,12.0,15.0,13.0,2.0,27.0,6.0,10.0,15.0,7.0,22.0,25.0,9.0,11.0,18.0,18.0,7.0,7.0,1.0,15.0,19.0,cardboard
60,cardboard65.jpg,5.0,9.0,3.0,3.0,9.0,14.0,4.0,17.0,20.0,4.0,4.0,16.0,7.0,5.0,6.0,9.0,16.0,8.0,13.0,14.0,3.0,10.0,9.0,4.0,6.0,14.0,11.0,9.0,14.0,16.0,10.0,5.0,13.0,6.0,13.0,5.0,1.0,14.0,2.0,4.0,3.0,3.0,3.0,19.0,19.0,5.0,15.0,10.0,10.0,3.0,cardboard
